n,prime,chi5,S_n,is_tie,gap_to_next_tie
823,13799,1,2,False,
824,13829,1,3,False,
825,13841,1,4,False,
826,13859,1,5,False,
827,13877,-1,4,False,
828,13883,-1,3,False,
829,13901,1,4,False,
830,13907,-1,3,False,
831,13913,-1,2,False,
832,13931,1,3,False,
833,13967,-1,2,False,
834,13997,-1,1,False,
835,14009,1,2,False,
836,14033,-1,1,False,
837,14051,1,2,False,
838,14057,-1,1,False,
839,14081,1,2,False,
840,14087,-1,1,False,
841,14153,-1,0,True,2
842,14159,1,1,False,
843,14177,-1,0,True,18
844,14207,-1,-1,False,
845,14243,-1,-2,False,
846,14249,1,-1,False,
847,14303,-1,-2,False,
848,14321,1,-1,False,
849,14327,-1,-2,False,
850,14369,1,-1,False,
851,14387,-1,-2,False,
852,14411,1,-1,False,
853,14423,-1,-2,False,
854,14447,-1,-3,False,
855,14489,1,-2,False,
856,14519,1,-1,False,
857,14537,-1,-2,False,
858,14543,-1,-3,False,
859,14549,1,-2,False,
860,14561,1,-1,False,
861,14591,1,0,True,2
862,14621,1,1,False,
863,14627,-1,0,True,2
864,14633,-1,-1,False,
865,14639,1,0,True,2
866,14657,-1,-1,False,
867,14669,1,0,True,2
868,14699,1,1,False,
869,14717,-1,0,True,2
870,14723,-1,-1,False,
871,14741,1,0,True,4
872,14747,-1,-1,False,
873,14753,-1,-2,False,
874,14759,1,-1,False,
875,14771,1,0,True,10
876,14783,-1,-1,False,
877,14813,-1,-2,False,
878,14831,1,-1,False,
879,14843,-1,-2,False,
880,14867,-1,-3,False,
881,14879,1,-2,False,
882,14891,1,-1,False,
883,14897,-1,-2,False,
884,14939,1,-1,False,
885,14951,1,0,True,2
886,14957,-1,-1,False,
887,14969,1,0,True,194
888,15017,-1,-1,False,
889,15053,-1,-2,False,
890,15077,-1,-3,False,
891,15083,-1,-4,False,
892,15101,1,-3,False,
893,15107,-1,-4,False,
894,15131,1,-3,False,
895,15137,-1,-4,False,
896,15149,1,-3,False,
897,15161,1,-2,False,
898,15173,-1,-3,False,
899,15227,-1,-4,False,
900,15233,-1,-5,False,
901,15263,-1,-6,False,
902,15269,1,-5,False,
903,15287,-1,-6,False,
904,15299,1,-5,False,
905,15329,1,-4,False,
906,15359,1,-3,False,
907,15377,-1,-4,False,
908,15383,-1,-5,False,
909,15401,1,-4,False,
910,15413,-1,-5,False,
911,15443,-1,-6,False,
912,15461,1,-5,False,
913,15467,-1,-6,False,
914,15473,-1,-7,False,
915,15497,-1,-8,False,
916,15527,-1,-9,False,
917,15551,1,-8,False,
918,15569,1,-7,False,
919,15581,1,-6,False,
920,15629,1,-5,False,
921,15641,1,-4,False,
922,15647,-1,-5,False,
923,15671,1,-4,False,
924,15683,-1,-5,False,
925,15731,1,-4,False,
926,15737,-1,-5,False,
927,15749,1,-4,False,
928,15761,1,-3,False,
929,15767,-1,-4,False,
930,15773,-1,-5,False,
931,15791,1,-4,False,
932,15797,-1,-5,False,
933,15803,-1,-6,False,
934,15809,1,-5,False,
935,15881,1,-4,False,
936,15887,-1,-5,False,
937,15923,-1,-6,False,
938,15959,1,-5,False,
939,15971,1,-4,False,
940,16001,1,-3,False,
941,16007,-1,-4,False,
942,16061,1,-3,False,
943,16067,-1,-4,False,
944,16073,-1,-5,False,
945,16091,1,-4,False,
946,16097,-1,-5,False,
947,16103,-1,-6,False,
948,16127,-1,-7,False,
949,16139,1,-6,False,
950,16187,-1,-7,False,
951,16193,-1,-8,False,
952,16217,-1,-9,False,
953,16223,-1,-10,False,
954,16229,1,-9,False,
955,16253,-1,-10,False,
956,16301,1,-9,False,
957,16319,1,-8,False,
958,16349,1,-7,False,
959,16361,1,-6,False,
960,16421,1,-5,False,
961,16427,-1,-6,False,
962,16433,-1,-7,False,
963,16451,1,-6,False,
964,16481,1,-5,False,
965,16487,-1,-6,False,
966,16493,-1,-7,False,
967,16529,1,-6,False,
968,16547,-1,-7,False,
969,16553,-1,-8,False,
970,16607,-1,-9,False,
971,16619,1,-8,False,
972,16631,1,-7,False,
973,16649,1,-6,False,
974,16661,1,-5,False,
975,16673,-1,-6,False,
976,16691,1,-5,False,
977,16703,-1,-6,False,
978,16763,-1,-7,False,
979,16787,-1,-8,False,
980,16811,1,-7,False,
981,16823,-1,-8,False,
982,16829,1,-7,False,
983,16871,1,-6,False,
984,16883,-1,-7,False,
985,16889,1,-6,False,
986,16901,1,-5,False,
987,16931,1,-4,False,
988,16937,-1,-5,False,
989,16943,-1,-6,False,
990,16979,1,-5,False,
991,17021,1,-4,False,
992,17027,-1,-5,False,
993,17033,-1,-6,False,
994,17093,-1,-7,False,
995,17099,1,-6,False,
996,17117,-1,-7,False,
997,17123,-1,-8,False,
998,17159,1,-7,False,
999,17183,-1,-8,False,
1000,17189,1,-7,False,
1001,17207,-1,-8,False,
1002,17231,1,-7,False,
1003,17291,1,-6,False,
1004,17321,1,-5,False,
1005,17327,-1,-6,False,
1006,17333,-1,-7,False,
1007,17351,1,-6,False,
1008,17387,-1,-7,False,
1009,17393,-1,-8,False,
1010,17417,-1,-9,False,
1011,17471,1,-8,False,
1012,17477,-1,-9,False,
1013,17483,-1,-10,False,
1014,17489,1,-9,False,
1015,17519,1,-8,False,
1016,17573,-1,-9,False,
1017,17579,1,-8,False,
1018,17597,-1,-9,False,
1019,17609,1,-8,False,
1020,17627,-1,-9,False,
1021,17657,-1,-10,False,
1022,17669,1,-9,False,
1023,17681,1,-8,False,
1024,17729,1,-7,False,
1025,17747,-1,-8,False,
1026,17783,-1,-9,False,
1027,17789,1,-8,False,
1028,17807,-1,-9,False,
1029,17837,-1,-10,False,
1030,17891,1,-9,False,
1031,17903,-1,-10,False,
1032,17909,1,-9,False,
1033,17921,1,-8,False,
1034,17939,1,-7,False,
1035,17957,-1,-8,False,
1036,17981,1,-7,False,
1037,17987,-1,-8,False,
1038,18041,1,-7,False,
1039,18047,-1,-8,False,
1040,18059,1,-7,False,
1041,18077,-1,-8,False,
1042,18089,1,-7,False,
1043,18119,1,-6,False,
1044,18131,1,-5,False,
1045,18143,-1,-6,False,
1046,18149,1,-5,False,
1047,18191,1,-4,False,
1048,18233,-1,-5,False,
1049,18251,1,-4,False,
1050,18257,-1,-5,False,
1051,18269,1,-4,False,
1052,18287,-1,-5,False,
1053,18311,1,-4,False,
1054,18329,1,-3,False,
1055,18341,1,-2,False,
1056,18353,-1,-3,False,
1057,18371,1,-2,False,
1058,18401,1,-1,False,
1059,18413,-1,-2,False,
1060,18443,-1,-3,False,
1061,18461,1,-2,False,
1062,18503,-1,-3,False,
1063,18521,1,-2,False,
1064,18539,1,-1,False,
1065,18587,-1,-2,False,
1066,18593,-1,-3,False,
1067,18617,-1,-4,False,
1068,18671,1,-3,False,
1069,18701,1,-2,False,
1070,18713,-1,-3,False,
1071,18719,1,-2,False,
1072,18731,1,-1,False,
1073,18743,-1,-2,False,
1074,18749,1,-1,False,
1075,18773,-1,-2,False,
1076,18797,-1,-3,False,
1077,18803,-1,-4,False,
1078,18839,1,-3,False,
1079,18869,1,-2,False,
1080,18899,1,-1,False,
1081,18911,1,0,True,4
1082,18917,-1,-1,False,
1083,18947,-1,-2,False,
1084,18959,1,-1,False,
1085,19001,1,0,True,2
1086,19013,-1,-1,False,
1087,19031,1,0,True,4
1088,19037,-1,-1,False,
1089,19073,-1,-2,False,
1090,19079,1,-1,False,
1091,19121,1,0,True,2
1092,19139,1,1,False,
1093,19157,-1,0,True,2
1094,19163,-1,-1,False,
1095,19181,1,0,True,76
1096,19211,1,1,False,
1097,19259,1,2,False,
1098,19289,1,3,False,
1099,19301,1,4,False,
1100,19319,1,5,False,
1101,19373,-1,4,False,
1102,19379,1,5,False,
1103,19391,1,6,False,
1104,19403,-1,5,False,
1105,19421,1,6,False,
1106,19427,-1,5,False,
1107,19433,-1,4,False,
1108,19457,-1,3,False,
1109,19463,-1,2,False,
1110,19469,1,3,False,
1111,19541,1,4,False,
1112,19553,-1,3,False,
1113,19559,1,4,False,
1114,19571,1,5,False,
1115,19577,-1,4,False,
1116,19583,-1,3,False,
1117,19661,1,4,False,
1118,19697,-1,3,False,
1119,19709,1,4,False,
1120,19727,-1,3,False,
1121,19739,1,4,False,
1122,19751,1,5,False,
1123,19763,-1,4,False,
1124,19793,-1,3,False,
1125,19841,1,4,False,
1126,19853,-1,3,False,
1127,19889,1,4,False,
1128,19913,-1,3,False,
1129,19919,1,4,False,
1130,19937,-1,3,False,
1131,19949,1,4,False,
1132,19961,1,5,False,
1133,19973,-1,4,False,
1134,19979,1,5,False,
1135,19991,1,6,False,
1136,19997,-1,5,False,
1137,20021,1,6,False,
1138,20051,1,7,False,
1139,20063,-1,6,False,
1140,20117,-1,5,False,
1141,20123,-1,4,False,
1142,20129,1,5,False,
1143,20147,-1,4,False,
1144,20177,-1,3,False,
1145,20183,-1,2,False,
1146,20201,1,3,False,
1147,20219,1,4,False,
1148,20231,1,5,False,
1149,20249,1,6,False,
1150,20261,1,7,False,
1151,20297,-1,6,False,
1152,20327,-1,5,False,
1153,20333,-1,4,False,
1154,20357,-1,3,False,
1155,20369,1,4,False,
1156,20393,-1,3,False,
1157,20399,1,4,False,
1158,20411,1,5,False,
1159,20441,1,6,False,
1160,20477,-1,5,False,
1161,20483,-1,4,False,
1162,20507,-1,3,False,
1163,20543,-1,2,False,
1164,20549,1,3,False,
1165,20627,-1,2,False,
1166,20639,1,3,False,
1167,20663,-1,2,False,
1168,20681,1,3,False,
1169,20693,-1,2,False,
1170,20717,-1,1,False,
1171,20747,-1,0,True,2
1172,20753,-1,-1,False,
1173,20759,1,0,True,8
1174,20771,1,1,False,
1175,20789,1,2,False,
1176,20807,-1,1,False,
1177,20849,1,2,False,
1178,20873,-1,1,False,
1179,20879,1,2,False,
1180,20897,-1,1,False,
1181,20903,-1,0,True,40
1182,20921,1,1,False,
1183,20939,1,2,False,
1184,20963,-1,1,False,
1185,20981,1,2,False,
1186,21011,1,3,False,
1187,21017,-1,2,False,
1188,21023,-1,1,False,
1189,21059,1,2,False,
1190,21089,1,3,False,
1191,21101,1,4,False,
1192,21107,-1,3,False,
1193,21143,-1,2,False,
1194,21149,1,3,False,
1195,21179,1,4,False,
1196,21191,1,5,False,
1197,21221,1,6,False,
1198,21227,-1,5,False,
1199,21269,1,6,False,
1200,21317,-1,5,False,
1201,21323,-1,4,False,
1202,21341,1,5,False,
1203,21347,-1,4,False,
1204,21377,-1,3,False,
1205,21383,-1,2,False,
1206,21401,1,3,False,
1207,21407,-1,2,False,
1208,21419,1,3,False,
1209,21467,-1,2,False,
1210,21491,1,3,False,
1211,21503,-1,2,False,
1212,21521,1,3,False,
1213,21557,-1,2,False,
1214,21563,-1,1,False,
1215,21569,1,2,False,
1216,21587,-1,1,False,
1217,21599,1,2,False,
1218,21611,1,3,False,
1219,21617,-1,2,False,
1220,21647,-1,1,False,
1221,21683,-1,0,True,2
1222,21701,1,1,False,
1223,21713,-1,0,True,12
1224,21737,-1,-1,False,
1225,21767,-1,-2,False,
1226,21773,-1,-3,False,
1227,21803,-1,-4,False,
1228,21821,1,-3,False,
1229,21839,1,-2,False,
1230,21851,1,-1,False,
1231,21863,-1,-2,False,
1232,21881,1,-1,False,
1233,21893,-1,-2,False,
1234,21911,1,-1,False,
1235,21929,1,0,True,40
1236,21977,-1,-1,False,
1237,22013,-1,-2,False,
1238,22031,1,-1,False,
1239,22037,-1,-2,False,
1240,22067,-1,-3,False,
1241,22073,-1,-4,False,
1242,22079,1,-3,False,
1243,22091,1,-2,False,
1244,22109,1,-1,False,
1245,22133,-1,-2,False,
1246,22157,-1,-3,False,
1247,22193,-1,-4,False,
1248,22229,1,-3,False,
1249,22247,-1,-4,False,
1250,22259,1,-3,False,
1251,22271,1,-2,False,
1252,22277,-1,-3,False,
1253,22283,-1,-4,False,
1254,22307,-1,-5,False,
1255,22343,-1,-6,False,
1256,22349,1,-5,False,
1257,22367,-1,-6,False,
1258,22391,1,-5,False,
1259,22397,-1,-6,False,
1260,22409,1,-5,False,
1261,22433,-1,-6,False,
1262,22469,1,-5,False,
1263,22481,1,-4,False,
1264,22511,1,-3,False,
1265,22541,1,-2,False,
1266,22571,1,-1,False,
1267,22613,-1,-2,False,
1268,22619,1,-1,False,
1269,22637,-1,-2,False,
1270,22643,-1,-3,False,
1271,22679,1,-2,False,
1272,22691,1,-1,False,
1273,22697,-1,-2,False,
1274,22709,1,-1,False,
1275,22721,1,0,True,2
1276,22727,-1,-1,False,
1277,22739,1,0,True,6
1278,22751,1,1,False,
1279,22769,1,2,False,
1280,22787,-1,1,False,
1281,22811,1,2,False,
1282,22817,-1,1,False,
1283,22853,-1,0,True,6
1284,22859,1,1,False,
1285,22871,1,2,False,
1286,22877,-1,1,False,
1287,22901,1,2,False,
1288,22907,-1,1,False,
1289,22937,-1,0,True,2
1290,22943,-1,-1,False,
1291,22961,1,0,True,14
1292,22973,-1,-1,False,
1293,23003,-1,-2,False,
1294,23021,1,-1,False,
1295,23027,-1,-2,False,
1296,23039,1,-1,False,
1297,23057,-1,-2,False,
1298,23063,-1,-3,False,
1299,23081,1,-2,False,
1300,23087,-1,-3,False,
1301,23099,1,-2,False,
1302,23117,-1,-3,False,
1303,23159,1,-2,False,
1304,23189,1,-1,False,
1305,23201,1,0,True,6
1306,23279,1,1,False,
1307,23291,1,2,False,
1308,23297,-1,1,False,
1309,23321,1,2,False,
1310,23327,-1,1,False,
1311,23333,-1,0,True,2
1312,23339,1,1,False,
1313,23357,-1,0,True,4
1314,23369,1,1,False,
1315,23399,1,2,False,
1316,23417,-1,1,False,
1317,23447,-1,0,True,10
1318,23459,1,1,False,
1319,23531,1,2,False,
1320,23537,-1,1,False,
1321,23549,1,2,False,
1322,23561,1,3,False,
1323,23567,-1,2,False,
1324,23603,-1,1,False,
1325,23609,1,2,False,
1326,23627,-1,1,False,
1327,23633,-1,0,True,2
1328,23663,-1,-1,False,
1329,23669,1,0,True,2
1330,23687,-1,-1,False,
1331,23741,1,0,True,4
1332,23747,-1,-1,False,
1333,23753,-1,-2,False,
1334,23789,1,-1,False,
1335,23801,1,0,True,2
1336,23813,-1,-1,False,
1337,23819,1,0,True,2
1338,23831,1,1,False,
1339,23873,-1,0,True,6
1340,23879,1,1,False,
1341,23909,1,2,False,
1342,23957,-1,1,False,
1343,23981,1,2,False,
1344,23993,-1,1,False,
1345,24023,-1,0,True,4
1346,24029,1,1,False,
1347,24071,1,2,False,
1348,24077,-1,1,False,
1349,24083,-1,0,True,12
1350,24107,-1,-1,False,
1351,24113,-1,-2,False,
1352,24137,-1,-3,False,
1353,24179,1,-2,False,
1354,24197,-1,-3,False,
1355,24203,-1,-4,False,
1356,24239,1,-3,False,
1357,24251,1,-2,False,
1358,24281,1,-1,False,
1359,24317,-1,-2,False,
1360,24329,1,-1,False,
1361,24359,1,0,True,2
1362,24371,1,1,False,
1363,24407,-1,0,True,2
1364,24413,-1,-1,False,
1365,24419,1,0,True,18
1366,24443,-1,-1,False,
1367,24473,-1,-2,False,
1368,24509,1,-1,False,
1369,24527,-1,-2,False,
1370,24533,-1,-3,False,
1371,24551,1,-2,False,
1372,24593,-1,-3,False,
1373,24611,1,-2,False,
1374,24623,-1,-3,False,
1375,24659,1,-2,False,
1376,24671,1,-1,False,
1377,24677,-1,-2,False,
1378,24683,-1,-3,False,
1379,24749,1,-2,False,
1380,24767,-1,-3,False,
1381,24809,1,-2,False,
1382,24821,1,-1,False,
1383,24851,1,0,True,136
1384,24917,-1,-1,False,
1385,24923,-1,-2,False,
1386,24953,-1,-3,False,
1387,24971,1,-2,False,
1388,24977,-1,-3,False,
1389,24989,1,-2,False,
1390,25013,-1,-3,False,
1391,25031,1,-2,False,
1392,25037,-1,-3,False,
1393,25073,-1,-4,False,
1394,25097,-1,-5,False,
1395,25121,1,-4,False,
1396,25127,-1,-5,False,
1397,25163,-1,-6,False,
1398,25169,1,-5,False,
1399,25229,1,-4,False,
1400,25247,-1,-5,False,
1401,25253,-1,-6,False,
1402,25301,1,-5,False,
1403,25307,-1,-6,False,
1404,25343,-1,-7,False,
1405,25349,1,-6,False,
1406,25367,-1,-7,False,
1407,25373,-1,-8,False,
1408,25391,1,-7,False,
1409,25409,1,-6,False,
1410,25439,1,-5,False,
1411,25457,-1,-6,False,
1412,25463,-1,-7,False,
1413,25469,1,-6,False,
1414,25523,-1,-7,False,
1415,25541,1,-6,False,
1416,25577,-1,-7,False,
1417,25583,-1,-8,False,
1418,25589,1,-7,False,
1419,25601,1,-6,False,
1420,25643,-1,-7,False,
1421,25667,-1,-8,False,
1422,25673,-1,-9,False,
1423,25679,1,-8,False,
1424,25703,-1,-9,False,
1425,25733,-1,-10,False,
1426,25763,-1,-11,False,
1427,25793,-1,-12,False,
1428,25799,1,-11,False,
1429,25841,1,-10,False,
1430,25847,-1,-11,False,
1431,25889,1,-10,False,
1432,25913,-1,-11,False,
1433,25919,1,-10,False,
1434,25931,1,-9,False,
1435,25943,-1,-10,False,
1436,25997,-1,-11,False,
1437,26003,-1,-12,False,
1438,26021,1,-11,False,
1439,26099,1,-10,False,
1440,26111,1,-9,False,
1441,26141,1,-8,False,
1442,26153,-1,-9,False,
1443,26171,1,-8,False,
1444,26177,-1,-9,False,
1445,26183,-1,-10,False,
1446,26189,1,-9,False,
1447,26237,-1,-10,False,
1448,26249,1,-9,False,
1449,26261,1,-8,False,
1450,26267,-1,-9,False,
1451,26297,-1,-10,False,
1452,26309,1,-9,False,
1453,26321,1,-8,False,
1454,26339,1,-7,False,
1455,26357,-1,-8,False,
1456,26387,-1,-9,False,
1457,26393,-1,-10,False,
1458,26399,1,-9,False,
1459,26417,-1,-10,False,
1460,26423,-1,-11,False,
1461,26459,1,-10,False,
1462,26489,1,-9,False,
1463,26501,1,-8,False,
1464,26513,-1,-9,False,
1465,26561,1,-8,False,
1466,26573,-1,-9,False,
1467,26591,1,-8,False,
1468,26597,-1,-9,False,
1469,26627,-1,-10,False,
1470,26633,-1,-11,False,
1471,26669,1,-10,False,
1472,26681,1,-9,False,
1473,26687,-1,-10,False,
1474,26693,-1,-11,False,
1475,26699,1,-10,False,
1476,26711,1,-9,False,
1477,26717,-1,-10,False,
1478,26723,-1,-11,False,
1479,26729,1,-10,False,
1480,26759,1,-9,False,
1481,26777,-1,-10,False,
1482,26783,-1,-11,False,
1483,26801,1,-10,False,
1484,26813,-1,-11,False,
1485,26849,1,-10,False,
1486,26861,1,-9,False,
1487,26879,1,-8,False,
1488,26891,1,-7,False,
1489,26903,-1,-8,False,
1490,26921,1,-7,False,
1491,26927,-1,-8,False,
1492,26951,1,-7,False,
1493,26981,1,-6,False,
1494,26987,-1,-7,False,
1495,26993,-1,-8,False,
1496,27011,1,-7,False,
1497,27017,-1,-8,False,
1498,27059,1,-7,False,
1499,27077,-1,-8,False,
1500,27107,-1,-9,False,
1501,27143,-1,-10,False,
1502,27179,1,-9,False,
1503,27191,1,-8,False,
1504,27197,-1,-9,False,
1505,27239,1,-8,False,
1506,27281,1,-7,False,
1507,27299,1,-6,False,
1508,27329,1,-5,False,
1509,27407,-1,-6,False,
1510,27431,1,-5,False,
1511,27437,-1,-6,False,
1512,27449,1,-5,False,
1513,27479,1,-4,False,
1514,27509,1,-3,False,
1515,27527,-1,-4,False,
1516,27539,1,-3,False,
1517,27551,1,-2,False,
1518,27581,1,-1,False,
1519,27611,1,0,True,32
1520,27617,-1,-1,False,
1521,27647,-1,-2,False,
1522,27653,-1,-3,False,
1523,27689,1,-2,False,
1524,27701,1,-1,False,
1525,27737,-1,-2,False,
1526,27743,-1,-3,False,
1527,27749,1,-2,False,
1528,27767,-1,-3,False,
1529,27773,-1,-4,False,
1530,27779,1,-3,False,
1531,27791,1,-2,False,
1532,27803,-1,-3,False,
1533,27809,1,-2,False,
1534,27827,-1,-3,False,
1535,27851,1,-2,False,
1536,27893,-1,-3,False,
1537,27917,-1,-4,False,
1538,27941,1,-3,False,
1539,27947,-1,-4,False,
1540,27953,-1,-5,False,
1541,27983,-1,-6,False,
1542,28001,1,-5,False,
1543,28019,1,-4,False,
1544,28031,1,-3,False,
1545,28097,-1,-4,False,
1546,28109,1,-3,False,
1547,28151,1,-2,False,
1548,28163,-1,-3,False,
1549,28181,1,-2,False,
1550,28211,1,-1,False,
1551,28229,1,0,True,6
1552,28277,-1,-1,False,
1553,28283,-1,-2,False,
1554,28289,1,-1,False,
1555,28307,-1,-2,False,
1556,28319,1,-1,False,
1557,28349,1,0,True,2
1558,28403,-1,-1,False,
1559,28409,1,0,True,2
1560,28433,-1,-1,False,
1561,28439,1,0,True,8
1562,28463,-1,-1,False,
1563,28493,-1,-2,False,
1564,28499,1,-1,False,
1565,28517,-1,-2,False,
1566,28541,1,-1,False,
1567,28547,-1,-2,False,
1568,28559,1,-1,False,
1569,28571,1,0,True,2
1570,28607,-1,-1,False,
1571,28619,1,0,True,2
1572,28631,1,1,False,
1573,28643,-1,0,True,4
1574,28649,1,1,False,
1575,28661,1,2,False,
1576,28697,-1,1,False,
1577,28703,-1,0,True,2
1578,28751,1,1,False,
1579,28793,-1,0,True,2
1580,28817,-1,-1,False,
1581,28859,1,0,True,20
1582,28871,1,1,False,
1583,28901,1,2,False,
1584,28949,1,3,False,
1585,28961,1,4,False,
1586,28979,1,5,False,
1587,29009,1,6,False,
1588,29021,1,7,False,
1589,29027,-1,6,False,
1590,29033,-1,5,False,
1591,29063,-1,4,False,
1592,29123,-1,3,False,
1593,29129,1,4,False,
1594,29147,-1,3,False,
1595,29153,-1,2,False,
1596,29201,1,3,False,
1597,29207,-1,2,False,
1598,29231,1,3,False,
1599,29243,-1,2,False,
1600,29297,-1,1,False,
1601,29303,-1,0,True,74
1602,29327,-1,-1,False,
1603,29333,-1,-2,False,
1604,29339,1,-1,False,
1605,29363,-1,-2,False,
1606,29387,-1,-3,False,
1607,29399,1,-2,False,
1608,29411,1,-1,False,
1609,29423,-1,-2,False,
1610,29429,1,-1,False,
1611,29453,-1,-2,False,
1612,29483,-1,-3,False,
1613,29501,1,-2,False,
1614,29531,1,-1,False,
1615,29537,-1,-2,False,
1616,29567,-1,-3,False,
1617,29573,-1,-4,False,
1618,29633,-1,-5,False,
1619,29663,-1,-6,False,
1620,29669,1,-5,False,
1621,29717,-1,-6,False,
1622,29723,-1,-7,False,
1623,29741,1,-6,False,
1624,29753,-1,-7,False,
1625,29759,1,-6,False,
1626,29789,1,-5,False,
1627,29819,1,-4,False,
1628,29837,-1,-5,False,
1629,29867,-1,-6,False,
1630,29873,-1,-7,False,
1631,29879,1,-6,False,
1632,29921,1,-5,False,
1633,29927,-1,-6,False,
1634,30011,1,-5,False,
1635,30029,1,-4,False,
1636,30047,-1,-5,False,
1637,30059,1,-4,False,
1638,30071,1,-3,False,
1639,30089,1,-2,False,
1640,30113,-1,-3,False,
1641,30119,1,-2,False,
1642,30137,-1,-3,False,
1643,30161,1,-2,False,
1644,30197,-1,-3,False,
1645,30203,-1,-4,False,
1646,30269,1,-3,False,
1647,30293,-1,-4,False,
1648,30323,-1,-5,False,
1649,30341,1,-4,False,
1650,30347,-1,-5,False,
1651,30389,1,-4,False,
1652,30431,1,-3,False,
1653,30449,1,-2,False,
1654,30467,-1,-3,False,
1655,30491,1,-2,False,
1656,30497,-1,-3,False,
1657,30509,1,-2,False,
1658,30539,1,-1,False,
1659,30557,-1,-2,False,
1660,30593,-1,-3,False,
1661,30671,1,-2,False,
1662,30677,-1,-3,False,
1663,30689,1,-2,False,
1664,30707,-1,-3,False,
1665,30713,-1,-4,False,
1666,30773,-1,-5,False,
1667,30803,-1,-6,False,
1668,30809,1,-5,False,
1669,30839,1,-4,False,
1670,30851,1,-3,False,
1671,30869,1,-2,False,
1672,30881,1,-1,False,
1673,30893,-1,-2,False,
1674,30911,1,-1,False,
1675,30941,1,0,True,2
1676,30971,1,1,False,
1677,30977,-1,0,True,4
1678,30983,-1,-1,False,
1679,31013,-1,-2,False,
1680,31019,1,-1,False,
1681,31079,1,0,True,42
1682,31091,1,1,False,
1683,31121,1,2,False,
1684,31139,1,3,False,
1685,31151,1,4,False,
1686,31181,1,5,False,
1687,31193,-1,4,False,
1688,31223,-1,3,False,
1689,31247,-1,2,False,
1690,31253,-1,1,False,
1691,31259,1,2,False,
1692,31271,1,3,False,
1693,31277,-1,2,False,
1694,31307,-1,1,False,
1695,31319,1,2,False,
1696,31337,-1,1,False,
1697,31379,1,2,False,
1698,31391,1,3,False,
1699,31397,-1,2,False,
1700,31469,1,3,False,
1701,31481,1,4,False,
1702,31511,1,5,False,
1703,31517,-1,4,False,
1704,31541,1,5,False,
1705,31547,-1,4,False,
1706,31583,-1,3,False,
1707,31601,1,4,False,
1708,31607,-1,3,False,
1709,31643,-1,2,False,
1710,31649,1,3,False,
1711,31667,-1,2,False,
1712,31721,1,3,False,
1713,31727,-1,2,False,
1714,31751,1,3,False,
1715,31769,1,4,False,
1716,31793,-1,3,False,
1717,31799,1,4,False,
1718,31817,-1,3,False,
1719,31847,-1,2,False,
1720,31859,1,3,False,
1721,31883,-1,2,False,
1722,31907,-1,1,False,
1723,31973,-1,0,True,2
1724,31991,1,1,False,
1725,32003,-1,0,True,2
1726,32009,1,1,False,
1727,32027,-1,0,True,2
1728,32051,1,1,False,
1729,32057,-1,0,True,2
1730,32063,-1,-1,False,
1731,32069,1,0,True,2
1732,32099,1,1,False,
1733,32117,-1,0,True,6
1734,32141,1,1,False,
1735,32159,1,2,False,
1736,32183,-1,1,False,
1737,32189,1,2,False,
1738,32213,-1,1,False,
1739,32237,-1,0,True,2
1740,32261,1,1,False,
1741,32297,-1,0,True,2
1742,32303,-1,-1,False,
1743,32309,1,0,True,2
1744,32321,1,1,False,
1745,32327,-1,0,True,2
1746,32363,-1,-1,False,
1747,32369,1,0,True,18
1748,32381,1,1,False,
1749,32411,1,2,False,
1750,32423,-1,1,False,
1751,32429,1,2,False,
1752,32441,1,3,False,
1753,32507,-1,2,False,
1754,32531,1,3,False,
1755,32537,-1,2,False,
1756,32561,1,3,False,
1757,32573,-1,2,False,
1758,32579,1,3,False,
1759,32603,-1,2,False,
1760,32609,1,3,False,
1761,32621,1,4,False,
1762,32633,-1,3,False,
1763,32687,-1,2,False,
1764,32693,-1,1,False,
1765,32717,-1,0,True,2
1766,32771,1,1,False,
1767,32783,-1,0,True,18
1768,32789,1,1,False,
1769,32801,1,2,False,
1770,32831,1,3,False,
1771,32843,-1,2,False,
1772,32909,1,3,False,
1773,32933,-1,2,False,
1774,32939,1,3,False,
1775,32957,-1,2,False,
1776,32969,1,3,False,
1777,32987,-1,2,False,
1778,32993,-1,1,False,
1779,32999,1,2,False,
1780,33023,-1,1,False,
1781,33029,1,2,False,
1782,33053,-1,1,False,
1783,33071,1,2,False,
1784,33083,-1,1,False,
1785,33107,-1,0,True,2
1786,33113,-1,-1,False,
1787,33119,1,0,True,14
1788,33149,1,1,False,
1789,33161,1,2,False,
1790,33179,1,3,False,
1791,33191,1,4,False,
1792,33203,-1,3,False,
1793,33287,-1,2,False,
1794,33311,1,3,False,
1795,33317,-1,2,False,
1796,33329,1,3,False,
1797,33347,-1,2,False,
1798,33353,-1,1,False,
1799,33359,1,2,False,
1800,33377,-1,1,False,
1801,33413,-1,0,True,6
1802,33461,1,1,False,
1803,33479,1,2,False,
1804,33503,-1,1,False,
1805,33521,1,2,False,
1806,33533,-1,1,False,
1807,33563,-1,0,True,6
1808,33569,1,1,False,
1809,33581,1,2,False,
1810,33587,-1,1,False,
1811,33599,1,2,False,
1812,33617,-1,1,False,
1813,33623,-1,0,True,4
1814,33629,1,1,False,
1815,33641,1,2,False,
1816,33647,-1,1,False,
1817,33713,-1,0,True,2
1818,33749,1,1,False,
1819,33767,-1,0,True,2
